Category,Author,Title/Subtitle,Barcode,Circ Type,Description 1,Description 2,Description 3,ISBN,Subject
Realistic Fiction,"Lucas, Rachael.",The state of Grace,T 91902,MS/US Circulating,,,,978-1-25012998-7,Asperger's syndrome
Realistic Fiction,"Lucas, Rachael.",The state of Grace,T 91902,MS/US Circulating,,,,978-1-25012998-7,Asperger's syndrome -- Fiction.
Realistic Fiction,"Lucas, Rachael.",The state of Grace,T 91902,MS/US Circulating,,,,978-1-25012998-7,Autism
Realistic Fiction,"Lucas, Rachael.",The state of Grace,T 91902,MS/US Circulating,,,,978-1-25012998-7,Autism -- Fiction.
Realistic Fiction,"Lucas, Rachael.",The state of Grace,T 91902,MS/US Circulating,,,,978-1-25012998-7,Interpersonal relations
Realistic Fiction,"Lucas, Rachael.",The state of Grace,T 91902,MS/US Circulating,,,,978-1-25012998-7,Interpersonal relations -- Fiction.
Realistic Fiction,"Ludwig, Benjamin, 1974-",Ginny Moon,T 91139,MS/US Circulating,,,,978-0-7783-3016-5,Autism -- Fiction.
Realistic Fiction,"Lundin, Britta.",Ship it,T 91780,MS/US Circulating,,,,978-1-36800313-1,Actors
Realistic Fiction,"Lundin, Britta.",Ship it,T 91780,MS/US Circulating,,,,978-1-36800313-1,Actors and actresses -- Fiction.
Realistic Fiction,"Lundin, Britta.",Ship it,T 91780,MS/US Circulating,,,,978-1-36800313-1,Bildungsromans.
Realistic Fiction,"Lundin, Britta.",Ship it,T 91780,MS/US Circulating,,,,978-1-36800313-1,Blogs
Realistic Fiction,"Lundin, Britta.",Ship it,T 91780,MS/US Circulating,,,,978-1-36800313-1,Blogs -- Fiction.
Realistic Fiction,"Lundin, Britta.",Ship it,T 91780,MS/US Circulating,,,,978-1-36800313-1,Fan fiction
Realistic Fiction,"Lundin, Britta.",Ship it,T 91780,MS/US Circulating,,,,978-1-36800313-1,Fan fiction -- Fiction.
Realistic Fiction,"Lundin, Britta.",Ship it,T 91780,MS/US Circulating,,,,978-1-36800313-1,Homosexuality
Realistic Fiction,"Lundin, Britta.",Ship it,T 91780,MS/US Circulating,,,,978-1-36800313-1,Homosexuality -- Fiction.
Realistic Fiction,"Lundin, Britta.",Ship it,T 91780,MS/US Circulating,,,,978-1-36800313-1,Humorous fiction.
Realistic Fiction,"Lundin, Britta.",Ship it,T 91780,MS/US Circulating,,,,978-1-36800313-1,Popularity
Realistic Fiction,"Lundin, Britta.",Ship it,T 91780,MS/US Circulating,,,,978-1-36800313-1,Popularity -- Fiction.
Realistic Fiction,"Lundin, Britta.",Ship it,T 91780,MS/US Circulating,,,,978-1-36800313-1,Television -- Production and direction
Realistic Fiction,"Lundin, Britta.",Ship it,T 91780,MS/US Circulating,,,,978-1-36800313-1,Television -- Production and direction -- Fiction.
Realistic Fiction,"Lupica, Mike.",The extra yard,T 91624,MS/US Circulating,,,,978-1-48141001-4,Fathers and sons
Realistic Fiction,"Lupica, Mike.",The extra yard,T 91624,MS/US Circulating,,,,978-1-48141001-4,Fathers and sons -- Fiction.
Realistic Fiction,"Lupica, Mike.",The extra yard,T 91624,MS/US Circulating,,,,978-1-48141001-4,Football -- Fiction.
Realistic Fiction,"Lupica, Mike.",The extra yard,T 91624,MS/US Circulating,,,,978-1-48141001-4,Football stories.
Realistic Fiction,"Lupica, Mike.",The extra yard,T 91624,MS/US Circulating,,,,978-1-48141001-4,Sports fiction.
Realistic Fiction,"Lupica, Mike.",Lone stars,T 90868,MS/US Circulating,,,,978-0-399-17280-9,Brain -- Concussion
Realistic Fiction,"Lupica, Mike.",Lone stars,T 90868,MS/US Circulating,,,,978-0-399-17280-9,Brain -- Concussion -- Fiction.
Realistic Fiction,"Lupica, Mike.",Lone stars,T 90868,MS/US Circulating,,,,978-0-399-17280-9,Coaches (Athletics)
Realistic Fiction,"Lupica, Mike.",Lone stars,T 90868,MS/US Circulating,,,,978-0-399-17280-9,Coaches (Athletics) -- Fiction.
Realistic Fiction,"Lupica, Mike.",Lone stars,T 90868,MS/US Circulating,,,,978-0-399-17280-9,Football -- Fiction.
Realistic Fiction,"Lupica, Mike.",Lone stars,T 90868,MS/US Circulating,,,,978-0-399-17280-9,Football stories.
Realistic Fiction,"Lupica, Mike.",Lone stars,T 90868,MS/US Circulating,,,,978-0-399-17280-9,"JUVENILE FICTION / Health & Daily Living / Diseases, Illnesses & Injuries."
Realistic Fiction,"Lupica, Mike.",Lone stars,T 90868,MS/US Circulating,,,,978-0-399-17280-9,JUVENILE FICTION / Social Issues / Self-Esteem & Self-Reliance.
Realistic Fiction,"Lupica, Mike.",Lone stars,T 90868,MS/US Circulating,,,,978-0-399-17280-9,JUVENILE FICTION / Sports & Recreation / Football.
Realistic Fiction,"Lupica, Mike.",Lone stars,T 90868,MS/US Circulating,,,,978-0-399-17280-9,Sports fiction.
Realistic Fiction,"Lupica, Mike.",Lone stars,T 90868,MS/US Circulating,,,,978-0-399-17280-9,Texas
Realistic Fiction,"Lupica, Mike.",Lone stars,T 90868,MS/US Circulating,,,,978-0-399-17280-9,Texas -- Fiction.
Realistic Fiction,"Lupica, Mike.",The only game,T 91623,MS/US Circulating,,,,978-1-48140996-4,Baseball -- Fiction.
Realistic Fiction,"Lupica, Mike.",The only game,T 91623,MS/US Circulating,,,,978-1-48140996-4,Baseball stories.
Realistic Fiction,"Lupica, Mike.",The only game,T 91623,MS/US Circulating,,,,978-1-48140996-4,Bullies
Realistic Fiction,"Lupica, Mike.",The only game,T 91623,MS/US Circulating,,,,978-1-48140996-4,Bullies -- Fiction.
Realistic Fiction,"Lupica, Mike.",The only game,T 91623,MS/US Circulating,,,,978-1-48140996-4,Friendship
Realistic Fiction,"Lupica, Mike.",The only game,T 91623,MS/US Circulating,,,,978-1-48140996-4,Friendship -- Fiction.
Realistic Fiction,"Lupica, Mike.",The only game,T 91623,MS/US Circulating,,,,978-1-48140996-4,Grief
Realistic Fiction,"Lupica, Mike.",The only game,T 91623,MS/US Circulating,,,,978-1-48140996-4,Grief -- Fiction.
Realistic Fiction,"Lupica, Mike.",Point guard,T 91655,MS/US Circulating,,,,978-1-48141005-2,Basketball -- Fiction.
Realistic Fiction,"Lupica, Mike.",Point guard,T 91655,MS/US Circulating,,,,978-1-48141005-2,Basketball stories.
Realistic Fiction,"Lupica, Mike.",Point guard,T 91655,MS/US Circulating,,,,978-1-48141005-2,Dominican Americans
Realistic Fiction,"Lupica, Mike.",Point guard,T 91655,MS/US Circulating,,,,978-1-48141005-2,Dominican Americans -- Fiction.
Realistic Fiction,"Lupica, Mike.",Point guard,T 91655,MS/US Circulating,,,,978-1-48141005-2,Friendship
Realistic Fiction,"Lupica, Mike.",Point guard,T 91655,MS/US Circulating,,,,978-1-48141005-2,Friendship -- Fiction.
Realistic Fiction,"Lupica, Mike.",Point guard,T 91655,MS/US Circulating,,,,978-1-48141005-2,Prejudices
Realistic Fiction,"Lupica, Mike.",Point guard,T 91655,MS/US Circulating,,,,978-1-48141005-2,Prejudices -- Fiction.
Realistic Fiction,"Lupica, Mike.",Point guard,T 91655,MS/US Circulating,,,,978-1-48141005-2,Sports fiction.
Realistic Fiction,"Lupica, Mike.",Summer ball,T 23035,MS/US Circulating,,,,978-0-14-241153-7 (pbk.),
Realistic Fiction,"Lupica, Mike.",Team players,T 91640,MS/US Circulating,,,,978-1-48141007-6,Asperger's syndrome
Realistic Fiction,"Lupica, Mike.",Team players,T 91640,MS/US Circulating,,,,978-1-48141007-6,Asperger's syndrome -- Fiction.
Realistic Fiction,"Lupica, Mike.",Team players,T 91640,MS/US Circulating,,,,978-1-48141007-6,Autism
Realistic Fiction,"Lupica, Mike.",Team players,T 91640,MS/US Circulating,,,,978-1-48141007-6,Autism -- Fiction.
Realistic Fiction,"Lupica, Mike.",Team players,T 91640,MS/US Circulating,,,,978-1-48141007-6,Interpersonal relations
Realistic Fiction,"Lupica, Mike.",Team players,T 91640,MS/US Circulating,,,,978-1-48141007-6,Interpersonal relations -- Fiction.
Realistic Fiction,"Lupica, Mike.",Team players,T 91640,MS/US Circulating,,,,978-1-48141007-6,JUVENILE FICTION / Social Issues / Friendship.
Realistic Fiction,"Lupica, Mike.",Team players,T 91640,MS/US Circulating,,,,978-1-48141007-6,JUVENILE FICTION / Social Issues / General (see also headings under Family).
Realistic Fiction,"Lupica, Mike.",Team players,T 91640,MS/US Circulating,,,,978-1-48141007-6,JUVENILE FICTION / Sports & Recreation / General.
Realistic Fiction,"Lupica, Mike.",Team players,T 91640,MS/US Circulating,,,,978-1-48141007-6,Softball
Realistic Fiction,"Lupica, Mike.",Team players,T 91640,MS/US Circulating,,,,978-1-48141007-6,Softball -- Fiction.
Realistic Fiction,"Lupica, Mike.",Travel team,T 48930,MS/US Circulating,,,,978-0-14-240462-1 (pbk.),
Realistic Fiction,"Lyga, Barry.",Bang : a novel,T 90336,MS/US Circulating,,,,978-0-316-31550-0,Dysfunctional families
Realistic Fiction,"Lyga, Barry.",Bang : a novel,T 90336,MS/US Circulating,,,,978-0-316-31550-0,Family problems -- Fiction.
Realistic Fiction,"Lyga, Barry.",Bang : a novel,T 90336,MS/US Circulating,,,,978-0-316-31550-0,Friendship
Realistic Fiction,"Lyga, Barry.",Bang : a novel,T 90336,MS/US Circulating,,,,978-0-316-31550-0,Friendship -- Fiction.
Realistic Fiction,"Lyga, Barry.",Bang : a novel,T 90336,MS/US Circulating,,,,978-0-316-31550-0,Guilt
Realistic Fiction,"Lyga, Barry.",Bang : a novel,T 90336,MS/US Circulating,,,,978-0-316-31550-0,Guilt -- Fiction.
Realistic Fiction,"Lyga, Barry.",Bang : a novel,T 90336,MS/US Circulating,,,,978-0-316-31550-0,Single-parent families
Realistic Fiction,"Lyga, Barry.",Bang : a novel,T 90336,MS/US Circulating,,,,978-0-316-31550-0,Single-parent families -- Fiction.
Realistic Fiction,"Lyga, Barry.",Bang : a novel,T 90336,MS/US Circulating,,,,978-0-316-31550-0,YouTube (Electronic resource)
Realistic Fiction,"Lyga, Barry.",Bang : a novel,T 90336,MS/US Circulating,,,,978-0-316-31550-0,YouTube (Electronic resource) -- Fiction.
Realistic Fiction,"MacCarthy, Mariah.",Squad,T 95073,MS/US Circulating,,,,978-0-374-30750-9,Best friends
Realistic Fiction,"MacCarthy, Mariah.",Squad,T 95073,MS/US Circulating,,,,978-0-374-30750-9,Best friends -- Fiction.
Realistic Fiction,"MacCarthy, Mariah.",Squad,T 95073,MS/US Circulating,,,,978-0-374-30750-9,Cheerleading
Realistic Fiction,"MacCarthy, Mariah.",Squad,T 95073,MS/US Circulating,,,,978-0-374-30750-9,Cheerleading -- Fiction.
Realistic Fiction,"MacCarthy, Mariah.",Squad,T 95073,MS/US Circulating,,,,978-0-374-30750-9,Friendship
Realistic Fiction,"MacCarthy, Mariah.",Squad,T 95073,MS/US Circulating,,,,978-0-374-30750-9,Friendship -- Fiction.
Realistic Fiction,"MacCarthy, Mariah.",Squad,T 95073,MS/US Circulating,,,,978-0-374-30750-9,High schools
Realistic Fiction,"MacCarthy, Mariah.",Squad,T 95073,MS/US Circulating,,,,978-0-374-30750-9,High schools -- Fiction.
Realistic Fiction,"MacCarthy, Mariah.",Squad,T 95073,MS/US Circulating,,,,978-0-374-30750-9,Schools
Realistic Fiction,"MacCarthy, Mariah.",Squad,T 95073,MS/US Circulating,,,,978-0-374-30750-9,Schools -- Fiction.
Realistic Fiction,"Mackel, Kathryn, 1950-",Boost,T 60663,MS/US Circulating,,,,978-0-8037-3240-7,
Realistic Fiction,"Mackler, Carolyn.","The earth, my butt, and other big, round things",T 22733,MS/US Circulating,,,,978-0-7636-2091-2 (pbk.),
Realistic Fiction,"Mafi, Tahereh.",A very large expanse of sea,T 91979,MS/US Circulating,,,,978-0-06-286656-1,First loves
Realistic Fiction,"Mafi, Tahereh.",A very large expanse of sea,T 91979,MS/US Circulating,,,,978-0-06-286656-1,First loves -- Fiction.
Realistic Fiction,"Mafi, Tahereh.",A very large expanse of sea,T 91979,MS/US Circulating,,,,978-0-06-286656-1,Historical fiction.
Realistic Fiction,"Mafi, Tahereh.",A very large expanse of sea,T 91979,MS/US Circulating,,,,978-0-06-286656-1,Love -- Fiction.
Realistic Fiction,"Mafi, Tahereh.",A very large expanse of sea,T 91979,MS/US Circulating,,,,978-0-06-286656-1,Muslim teenagers -- Fiction.
Realistic Fiction,"Mafi, Tahereh.",A very large expanse of sea,T 91979,MS/US Circulating,,,,978-0-06-286656-1,Muslim teenagers -- United States
Realistic Fiction,"Mafi, Tahereh.",A very large expanse of sea,T 91979,MS/US Circulating,,,,978-0-06-286656-1,Prejudices
Realistic Fiction,"Mafi, Tahereh.",A very large expanse of sea,T 91979,MS/US Circulating,,,,978-0-06-286656-1,Prejudices -- Fiction.
Realistic Fiction,"Mafi, Tahereh.",A very large expanse of sea,T 91979,MS/US Circulating,,,,978-0-06-286656-1,Romance fiction.
Realistic Fiction,"Magoon, Kekla.",How it went down,T 23988,MS/US Circulating,,,,978-0-8050-9869-3,JUVENILE FICTION / Social Issues / Death & Dying.
Realistic Fiction,"Magoon, Kekla.",How it went down,T 23988,MS/US Circulating,,,,978-0-8050-9869-3,JUVENILE FICTION / Social Issues / Prejudice & Racism.
Realistic Fiction,"Magoon, Kekla.",The season of Styx Malone,T 92019,MS/US Circulating,,,,978-1-52471595-3,Action and adventure fiction.
Realistic Fiction,"Magoon, Kekla.",The season of Styx Malone,T 92019,MS/US Circulating,,,,978-1-52471595-3,Adventure and adventurers
Realistic Fiction,"Magoon, Kekla.",The season of Styx Malone,T 92019,MS/US Circulating,,,,978-1-52471595-3,Adventure and adventurers -- Fiction.
Realistic Fiction,"Magoon, Kekla.",The season of Styx Malone,T 92019,MS/US Circulating,,,,978-1-52471595-3,African Americans
Realistic Fiction,"Magoon, Kekla.",The season of Styx Malone,T 92019,MS/US Circulating,,,,978-1-52471595-3,African Americans -- Fiction.
Realistic Fiction,"Magoon, Kekla.",The season of Styx Malone,T 92019,MS/US Circulating,,,,978-1-52471595-3,Families -- Indiana
Realistic Fiction,"Magoon, Kekla.",The season of Styx Malone,T 92019,MS/US Circulating,,,,978-1-52471595-3,Family life -- Indiana -- Fiction.
Realistic Fiction,"Magoon, Kekla.",The season of Styx Malone,T 92019,MS/US Circulating,,,,978-1-52471595-3,Foster children
Realistic Fiction,"Magoon, Kekla.",The season of Styx Malone,T 92019,MS/US Circulating,,,,978-1-52471595-3,Foster children -- Fiction.
Realistic Fiction,"Magoon, Kekla.",The season of Styx Malone,T 92019,MS/US Circulating,,,,978-1-52471595-3,Indiana
Realistic Fiction,"Magoon, Kekla.",The season of Styx Malone,T 92019,MS/US Circulating,,,,978-1-52471595-3,Indiana -- Fiction.
Realistic Fiction,"Maldonado, Torrey.",Tight,T 91907,MS/US Circulating,,,,978-1-52474055-9,African Americans
Realistic Fiction,"Maldonado, Torrey.",Tight,T 91907,MS/US Circulating,,,,978-1-52474055-9,African Americans -- Fiction.
Realistic Fiction,"Maldonado, Torrey.",Tight,T 91907,MS/US Circulating,,,,978-1-52474055-9,"Brooklyn (New York, N.Y.)"
Realistic Fiction,"Maldonado, Torrey.",Tight,T 91907,MS/US Circulating,,,,978-1-52474055-9,"Brooklyn (New York, N.Y.) -- Fiction."
Realistic Fiction,"Maldonado, Torrey.",Tight,T 91907,MS/US Circulating,,,,978-1-52474055-9,Conduct of life
Realistic Fiction,"Maldonado, Torrey.",Tight,T 91907,MS/US Circulating,,,,978-1-52474055-9,Conduct of life -- Fiction.
Realistic Fiction,"Maldonado, Torrey.",Tight,T 91907,MS/US Circulating,,,,978-1-52474055-9,Families
Realistic Fiction,"Maldonado, Torrey.",Tight,T 91907,MS/US Circulating,,,,978-1-52474055-9,Family life -- Fiction.
Realistic Fiction,"Maldonado, Torrey.",Tight,T 91907,MS/US Circulating,,,,978-1-52474055-9,Friendship
Realistic Fiction,"Maldonado, Torrey.",Tight,T 91907,MS/US Circulating,,,,978-1-52474055-9,Friendship -- Fiction.
Realistic Fiction,"Maldonado, Torrey.",Tight,T 91907,MS/US Circulating,,,,978-1-52474055-9,Inner cities
Realistic Fiction,"Maldonado, Torrey.",Tight,T 91907,MS/US Circulating,,,,978-1-52474055-9,Inner cities -- Fiction.
Realistic Fiction,"Maldonado, Torrey.",Tight,T 91907,MS/US Circulating,,,,978-1-52474055-9,JUVENILE FICTION / Boys & Men.
Realistic Fiction,"Maldonado, Torrey.",Tight,T 91907,MS/US Circulating,,,,978-1-52474055-9,JUVENILE FICTION / People & Places / United States / African American.
Realistic Fiction,"Maldonado, Torrey.",Tight,T 91907,MS/US Circulating,,,,978-1-52474055-9,JUVENILE FICTION / Social Issues / Friendship.
Realistic Fiction,"Marchetta, Melina, 1965-",Jellicoe Road,T 48893,MS/US Circulating,,,,978-0-06-143183-8,
Realistic Fiction,"Margolis, Leslie.",We are party people,T 91001,MS/US Circulating,,,,978-0-374-30388-4,Families
Realistic Fiction,"Margolis, Leslie.",We are party people,T 91001,MS/US Circulating,,,,978-0-374-30388-4,Family life -- Fiction.
Realistic Fiction,"Margolis, Leslie.",We are party people,T 91001,MS/US Circulating,,,,978-0-374-30388-4,Family-owned business enterprises
Realistic Fiction,"Margolis, Leslie.",We are party people,T 91001,MS/US Circulating,,,,978-0-374-30388-4,Family-owned business enterprises -- Fiction.
Realistic Fiction,"Margolis, Leslie.",We are party people,T 91001,MS/US Circulating,,,,978-0-374-30388-4,Friendship
Realistic Fiction,"Margolis, Leslie.",We are party people,T 91001,MS/US Circulating,,,,978-0-374-30388-4,Friendship -- Fiction.
Realistic Fiction,"Margolis, Leslie.",We are party people,T 91001,MS/US Circulating,,,,978-0-374-30388-4,Parties
Realistic Fiction,"Margolis, Leslie.",We are party people,T 91001,MS/US Circulating,,,,978-0-374-30388-4,Parties -- Fiction.
Realistic Fiction,"Margolis, Leslie.",We are party people,T 91001,MS/US Circulating,,,,978-0-374-30388-4,Self-confidence
Realistic Fiction,"Margolis, Leslie.",We are party people,T 91001,MS/US Circulating,,,,978-0-374-30388-4,Self-confidence -- Fiction.
Realistic Fiction,"Marsh, Katherine.",Nowhere boy,T 91884,MS/US Circulating,,,,978-1-25030757-6,Action and adventure fiction.
Realistic Fiction,"Marsh, Katherine.",Nowhere boy,T 91884,MS/US Circulating,,,,978-1-25030757-6,Adventure and adventurers -- Fiction.
Realistic Fiction,"Marsh, Katherine.",Nowhere boy,T 91884,MS/US Circulating,,,,978-1-25030757-6,Brussels (Belgium)
Realistic Fiction,"Marsh, Katherine.",Nowhere boy,T 91884,MS/US Circulating,,,,978-1-25030757-6,Brussels (Belgium) -- Fiction.
Realistic Fiction,"Marsh, Katherine.",Nowhere boy,T 91884,MS/US Circulating,,,,978-1-25030757-6,Orphans
Realistic Fiction,"Marsh, Katherine.",Nowhere boy,T 91884,MS/US Circulating,,,,978-1-25030757-6,Orphans -- Fiction.
Realistic Fiction,"Marsh, Katherine.",Nowhere boy,T 91884,MS/US Circulating,,,,978-1-25030757-6,Refugees
Realistic Fiction,"Marsh, Katherine.",Nowhere boy,T 91884,MS/US Circulating,,,,978-1-25030757-6,Refugees -- Fiction.
Realistic Fiction,"Marsh, Katherine.",Nowhere boy,T 91884,MS/US Circulating,,,,978-1-25030757-6,Syrians -- Belgium
Realistic Fiction,"Marsh, Katherine.",Nowhere boy,T 91884,MS/US Circulating,,,,978-1-25030757-6,Syrians -- Belgium -- Fiction.
Realistic Fiction,"Marston, Elsa.",Santa Claus in Baghdad and other stories about teens in the Arab world,T 60740,MS/US Circulating,,,,978-0-253-22004-2 (pbk.),Arab countries -- Social life and customs.
Realistic Fiction,"Marston, Elsa.",Santa Claus in Baghdad and other stories about teens in the Arab world,T 60740,MS/US Circulating,,,,978-0-253-22004-2 (pbk.),Middle East -- Social life and customs.
Realistic Fiction,"Mass, Wendy, 1967-",11 birthdays,T 23229,MS/US Circulating,,,,978-0-545-05240-5 (pbk.),
Realistic Fiction,"Mass, Wendy, 1967-",13 gifts,T 48537,MS/US Circulating,,,,978-0-545-31003-1,
Realistic Fiction,"Mass, Wendy, 1967-",Every soul a star : a novel,T 22821,MS/US Circulating,,,,978-0-316-00256-1 (lib. bdg.),Friendship.
Realistic Fiction,"Mass, Wendy, 1967-",Every soul a star : a novel,T 22821,MS/US Circulating,,,,978-0-316-00256-1 (lib. bdg.),Solar eclipses.
